SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
MODALITY,may,B1,FORM: WITH ADVERBS ,Can use 'may' with a limited range of adverbs (most commonly 'also') in the normal mid-position after the modal verb. ► adverbs,"I may also need your help with this project.
She may also decide to change her mind.
We may also need to reconsider our options.
He may also be interested in joining us.
They may also want to visit the museum.
It may also rain later in the afternoon.
You may also find this information useful.
The meeting may also be rescheduled.
She may also bring her friend along.
They may also decide to stay longer."
MODALITY,may,B1,USE: PERMISSION,Can use 'may I' to ask for permission.,"May I use your phone for a moment?
May I ask you a question?
May I come in?
May I have a piece of cake?
May I sit here?
May I take a day off tomorrow?
May I have your email address?
May I take a photo of you?"
MODALITY,may,B1,FORM: QUESTIONS,Can use the question form with 'I'. ,"May I borrow your pen for a moment?
May I ask you a personal question?
May I use your phone to make a quick call?
May I join your group discussion?
May I ask you for directions to the nearest station?
May I have the recipe for this delicious dish?
May I ask you to help me with this task?
May I ask you to clarify that point?
May I ask you to pass the salt?
May I ask you to review my report before I submit it?"
MODALITY,may,B2,FORM/USE: PAST AFFIRMATIVE,Can use 'may have' + '-ed' to talk about possibility in the past.,"He may have left the office early yesterday.
She may have forgotten our meeting.
They may have already finished the project.
You may have missed the train this morning.
We may have lost the documents during the move.
He may have taken the wrong turn.
She may have misunderstood my instructions.
They may have already left for the trip.
You may have left your keys at home.
We may have forgotten to lock the door."
MODALITY,may,B2,FORM: WITH ADVERBS,"Can use 'may' with an increasing range of adverbs (most commonly 'even', 'only', 'already', 'never', 'just', 'sometimes') in the normal mid-position after the modal verb. ► adverbs","She may only be five years old, but she can already read simple books.
You may never have heard of this band, but they are quite popular in Europe.
He may just be joking, so don't take it too seriously.
They may sometimes forget to lock the door, so it's a good idea to check.
We may even consider moving to a different city if the job offer is good.
She may only be a beginner, but she's already making great progress.
You may never have thought about it, but recycling is very important.
He may just be tired, so let's give him some time to rest.
They may sometimes get lost, but they always find their way back.
We may even go on a trip next month if everything goes well."
MODALITY,may,B2,USE: COMMAND,"Can use 'may I' to make a polite request, command or suggestion in formal contexts.","May I request that you submit your report by Friday?
May I suggest that we start the meeting at 10 AM?
May I ask you to review the draft before we finalize it?
May I recommend that we use this software for the project?
May I propose that we allocate more time for this task?
May I request that you provide feedback on the presentation?
May I suggest that we hold a workshop to discuss this issue?
May I ask you to confirm your attendance by tomorrow?
May I propose that we consider alternative solutions?
May I recommend that we schedule a follow-up meeting?"
MODALITY,may,B2,USE: FOCUSING,"Can use 'may' in phrases such as as 'you may know', or 'as you may have' + '-ed' to focus the reader on shared knowledge.","As you may know, the new policy will be implemented starting next month.  
As you may have noticed, the traffic has been unusually heavy lately.  
As you may have read, the company is planning to expand its operations overseas.  
As you may have guessed, the deadline for the project has been extended.  
As you may know, the festival will feature live music and food stalls.  
As you may have experienced, the weather can be quite unpredictable this time of year.  
As you may have seen, the new app has a user-friendly interface.  
As you may know, the library will be closed for renovations next week."
MODALITY,may,B2,USE: OPINION,Can use 'may … but' to express an unexpected point of view. ,"This may seem strange but I actually enjoy doing taxes.
You may find it hard to believe but I've never seen a Star Wars movie.
This may sound crazy but I think we should try a different approach.
You may think it's a waste of time but I find gardening very relaxing.
This may be unconventional but I prefer to work from home.
You may believe it's impossible but I'm confident we can achieve this goal.
This may look simple but it actually requires a lot of skill.
You may assume it's easy but mastering a new language is quite challenging."
MODALITY,may,B2,USE: POLITE REQUEST,Can use 'may I' to make a polite request for permission.,"Sir, may I come in?
May I ask you if your special offer will be still available in September?
May I speak to Miss Wright, please?
May I borrow your pen for a moment?
May I have a glass of water, please?
May I use your phone to make a quick call?
May I sit here for a while?
May I ask for your assistance on this matter?
May I take a short break?
May I know your name, please?"
MODALITY,may,C1,FORM/USE: 'MAY WELL',Can use 'may well' to give emphasis to something unexpected.,"He may well be the best candidate for the job, considering his extensive experience.
The weather forecast says it may well rain tomorrow, so bring an umbrella.
She may well win the competition, given her impressive track record.
If you continue to work hard, you may well achieve your goals.
The new policy may well lead to significant changes in the company.
He may well be right about the outcome, based on the evidence presented.
The team may well advance to the next round, if they keep up their current performance.
The investigation may well reveal more details about the incident.
The project may well be completed ahead of schedule, if everything goes smoothly.
The outcome of the election may well surprise everyone, given the current polls."
MODALITY,may,C1,FORM/USE: PAST NEGATIVE,Can use 'may not have' + '-ed' to talk about possibility in the past. ,"The project may not have been completed on time due to unforeseen circumstances.
She may not have received the invitation because it was sent to the wrong address.
They may not have realized the importance of the meeting until it was too late.
The results may not have been accurate because the equipment was faulty.
He may not have understood the instructions, which led to the mistake.
The package may not have arrived yet because of the delayed shipment.
They may not have considered the environmental impact of their actions.
The report may not have been submitted by the deadline due to technical issues.
She may not have known about the change in plans until she arrived.
The team may not have trained adequately, resulting in poor performance."
MODALITY,may,C2,FORM/USE: 'MAY AS WELL',"Can use 'may as well' to talk about what we think is the easiest or most logical course of action, often when we cannot see a better alternative or when it will not spoil the situation if you do that thing. ► might","Since we're already here, we may as well explore the whole museum.
You may as well finish your homework now since you have nothing else to do.
We may as well take the scenic route; it won't add much time to our trip.
You may as well tell them the truth; it's not going to make things worse.
I may as well start packing now; there's no point in waiting.
You may as well enjoy the movie; we're already halfway through it.
We may as well order pizza; cooking would take too long.
You may as well ask for directions; we're clearly lost.
I may as well read this book; it's been sitting on my shelf for months.
You may as well try the new restaurant; it can't be any worse than the old one."
MODALITY,may,C2,USE: CONCESSION,"Can use 'may' in a subordinate clause expressing concession with 'however', 'whatever', 'whoever' … + 'it or this may be or seem'.","However small it may be, the price of the watch contributes to my love of it.
Whatever it may seem, travel has proved to be pointless for broadening the mind.
People should enjoy what they are doing, whatever it may be.
Success is a main goal in society, in whatever field it may be.
However useful it may seem, travel has little impact on broadening the mind.
Whatever it may be, people should pursue their passions.
However small it may be, every contribution matters.
Whatever field it may be, success requires dedication.
However difficult it may seem, persistence always pays off.
Whatever it may be, finding joy in work is essential."
MODALITY,may,C2,USE: HEDGING,"Can use 'it may be' + '-ed' that as a hedging device when drawing conclusions and summarising, particularly in academic contexts. ","It may be suggested that the rise in global temperatures is primarily due to human activities.
It may be hypothesized that the decline in wildlife populations is linked to habitat destruction.
It may be inferred that the implementation of stricter regulations could reduce pollution levels.
It may be posited that cultural differences play a significant role in international business negotiations.
It may be contended that the effectiveness of a policy depends heavily on its execution.
It may be deduced that technological advancements are driving changes in the job market.
It may be proposed that interdisciplinary approaches offer the best solutions to complex problems.
It may be maintained that educational reforms are necessary to address contemporary challenges.
It may be asserted that the role of social media in shaping public opinion cannot be underestimated.
It may be considered that economic stability is a prerequisite for sustainable development."
MODALITY,might,A2,FORM: AFFIRMATIVE,Can use the affirmative form. ,"The weather might be hot and sunny.
I think it might be in your bedroom.
She might have the answer.
They might go to the beach tomorrow.
It might rain later today.
He might call you later.
We might see you at the party.
You might find it in the kitchen.
It might be a good idea to leave early.
They might have finished the project."
MODALITY,might,A2,USE: POSSIBILITY,Can use 'might' to talk about weak possibility. ,"My dad isn’t working that day, he might take us.
It might be on the computer table.
She might come to the party tonight.
You might find it in the kitchen.
He might know the answer to your question.
The train might be late today.
They might go to the beach this weekend.
I might call you later.
It might rain tomorrow.
We might see you at the meeting."
MODALITY,might,B1,FORM: NEGATIVE,Can use the negative form.,"I might not be able to attend the meeting tomorrow.
She might not like the idea of moving to a new city.
We might not have enough time to finish the project.
He might not be interested in joining the club.
They might not understand the importance of this decision.
It might not rain today, but we should still bring an umbrella.
You might not want to eat that food, it looks a bit strange.
The movie might not be as good as the critics say.
I might not have enough money to buy the tickets.
The weather might not be suitable for a picnic today."
MODALITY,might,B1,USE: REPORTED SPEECH,Can use 'might' as the past form of 'may' in indirect reports.,"The teacher said it might rain tomorrow, so we should bring umbrellas.
He told me that it might be difficult to find a parking spot.
She explained that it might take a few days for the package to arrive.
They mentioned that it might be a good idea to visit the museum.
He suggested that it might help to talk to a counselor.
She believed that it might be worth trying the new restaurant.
He mentioned that it might be a good time to invest in stocks.
She thought that it might be fun to go on a road trip.
He said that it might be necessary to reschedule the meeting.
She mentioned that it might be a good opportunity to learn a new skill."
MODALITY,might,B1,USE: SUGGESTIONS,Can use 'might' to make polite suggestions and give advice.,"You might want to try a different approach when dealing with your boss.
She might enjoy going to the new art gallery that just opened downtown.
It might be a good idea to double-check your travel plans before you leave.
You might consider taking a break if you're feeling overwhelmed.
He might find it helpful to talk to a counselor about his stress.
They might appreciate it if you offered to help with the project.
You might want to wear a jacket; it could get chilly later.
She might benefit from joining a study group for the upcoming exam."
MODALITY,might,B1,FORM: PAST AFFIRMATIVE,Can use 'might have' + '-ed'. ,"She might have finished her homework.
They might have left early.
He might have called you.
We might have gone to the beach.
You might have met him before.
I might have eaten already.
It might have rained last night.
They might have been waiting for us.
He might have studied harder.
We might have forgotten the keys."
MODALITY,might,B1,USE: POSSIBILITY IN THE PAST,Can use 'might have' + '-ed' to talk about possibility with a past reference.,"He might have forgotten our meeting.
She might have left the keys inside the car.
They might have gone to the wrong address.
The package might have been delivered to the neighbor.
We might have missed the train by a few minutes.
The results might have been affected by the weather.
He might have been late because of traffic.
She might have taken the wrong bus."
MODALITY,might,B1,USE: FOCUS,"Can use 'might' in phrases, such as 'as you might know', 'have already heard', to focus the reader on shared knowledge.","As you might know, nobody came here until Wednesday afternoon.
As you might know, I've been very busy recently taking my exams.
As you might have noticed, I broke your beautiful vase which was in the hall.
As you might have already heard, there is a delay with the setting of the new computer system.
As you might know, the company is planning to expand its operations overseas.
As you might have already heard, the concert has been rescheduled for next month.
As you might know, the new restaurant on Main Street has received rave reviews.
As you might have noticed, the traffic has been unusually heavy this week.
As you might have already heard, the school is introducing a new curriculum next year.
As you might know, the local library is hosting a series of free workshops this summer."
MODALITY,might,C1,FORM: QUESTIONS ,Can use the question form.,"Might it be possible that the package was delivered to the wrong address?
Could it be that the delay in the project is due to unforeseen circumstances?
Might it not be wise to reconsider your decision before making it final?
Could it be that the issue with the software is due to a compatibility problem?
Might it be that the noise in the background is affecting the quality of the call?
Could it be that the payment didn't go through because of a technical glitch?
Might it be that the instructions provided were not clear enough?
Could it be that the meeting was rescheduled without proper notification?
Might it be that the issue with the product is due to improper handling?"
MODALITY,might,C1,"FORM: PAST, NEGATIVE",Can use 'might not have' + '-ed'. ,"She might not have realized the consequences of her actions.
They might not have understood the instructions clearly.
He might not have finished the project on time.
We might not have chosen the best location for the event.
You might not have seen the sign posted on the door.
I might not have explained the situation adequately.
It might not have been the right decision to make.
The team might not have prepared as thoroughly as they should have.
She might not have known about the meeting.
They might not have considered all the options available."
MODALITY,might,C1,USE: POSSIBILITY IN THE PAST,Can use 'might not have' + '-ed' to talk about possibility with a past reference.,"The survey, mentioned in the local newspaper yesterday, might not have asked an accurate sample of people.
Even though things might not have gone as you expected or as you would like them to have, we have to remind you we are dealing with charity here.
She might not have received the invitation, which is why she didn't show up at the party.
The project might not have been completed on time due to unforeseen delays.
He might not have understood the instructions, leading to his incorrect response.
The results might not have been published yet because the research team is still finalizing the data.
They might not have realized the importance of the deadline, resulting in their late submission.
The missing item might not have been misplaced; it could still be in its original location.
The meeting might not have taken place as scheduled due to the unexpected power outage.
The report might not have included all the necessary details, causing confusion among the stakeholders."
MODALITY,might,C1,USE: CONSOLING OR JUSTIFYING,Can use 'might' followed by 'but' to console or justify. ,"The project might have had some setbacks, but the learning experience was invaluable.
The weather might be unpredictable, but it didn't stop us from having a great time.
The movie might not have received rave reviews, but it had a heartfelt message.
The experiment might have failed, but we gained crucial data for future attempts.
The journey might have been long, but the destination was worth it.
The proposal might have been rejected, but it sparked important discussions.
The concert might have been canceled, but the anticipation for the next one is high.
The book might be challenging, but it offers deep insights.
The plan might have been unrealistic, but it inspired creative alternatives.
The situation might be tough, but it's an opportunity for growth."
MODALITY,might,C1,USE: POLITE CRITICISM,Can use the question form to make polite criticisms and suggestions.,"Might it not be better if we considered a different approach to this issue?
Might I suggest that we allocate more time for brainstorming sessions?
Might it not be more efficient if we delegated some tasks to other team members?
Might I propose that we review our current strategy and make some adjustments?
Might it not be advisable to consult with a specialist before making a decision?
Might I recommend that we incorporate more user feedback into our design process?
Might it not be prudent to double-check all the data before finalizing the report?
Might I suggest that we consider alternative suppliers for better pricing?
Might it not be more beneficial if we held regular progress meetings?
Might I propose that we explore new markets for our products?"
MODALITY,might,C2,USE: EMPHASIS,Can use 'try as I might' for emphasis at the beginning of a sentence.,"Try as I might, I couldn't convince him to change his mind.
Try as I might, I couldn't find the missing key.
Try as I might, I couldn't resist the temptation.
Try as I might, I couldn't understand his logic.
Try as I might, I couldn't keep up with his pace.
Try as I might, I couldn't avoid the confrontation.
Try as I might, I couldn't predict the outcome.
Try as I might, I couldn't finish the project on time.
Try as I might, I couldn't erase the memory.
Try as I might, I couldn't break the habit."
MODALITY,might,C2,FORM: 'MIGHT AS WELL',"Can use 'might as well', mostly to talk about or suggest what we think is the easiest or most logical course of action, often when we cannot see a better alternative. ► 'may'","Since we're already here, we might as well explore the museum.
If you're not feeling well, you might as well stay home and rest.
Since the weather is so bad, we might as well cancel the picnic.
You've already cooked, so we might as well eat at home.
If the movie is sold out, we might as well go to the next show.
Since we're all tired, we might as well call it a day.
If you don't like the menu, we might as well try another restaurant.
Since the project is delayed, we might as well take a break.
If the traffic is this bad, we might as well take the bus.
Since the meeting is canceled, we might as well go for a walk."
MODALITY,must,A2,FORM: AFFIRMATIVE ,Can use the affirmative form. ,"You must finish your homework before dinner.
We must go to the store to buy some groceries.
She must call her friend after school.
They must wait for the bus at the bus stop.
He must clean his room before playing video games.
You must turn off the lights when you leave the room.
I must remember to bring my lunch tomorrow.
We must listen to the teacher during the lesson.
She must practice her piano every day."
MODALITY,must,A2,FORM: NEGATIVE ,Can use the negative forms.,"You mustn't talk during the exam.
You must not leave the room without permission.
You mustn't use your phone in class.
You must not eat in the library.
You mustn't park here, it's not allowed.
You must not swim in the lake, it's dangerous.
You mustn't tell anyone about this secret.
You must not cross the road when the light is red."
MODALITY,must,A2,USE: OBLIGATION AND NECESSITY,Can use 'must' with a limited range of pronouns ('I' and 'you') to talk about obligation and necessity.,"I must call my parents.
You must arrive at 3 pm.
I must take my towel with me.
You must wear your jeans.
I mustn't be late.
You mustn't forget your swimsuit.
I must finish my homework.
You must bring your lunch.
I must be careful.
You must listen to the teacher."
MODALITY,must,B1,FORM: ELLIPSIS,Can use 'must' with the following verb ellipted where the previous main verb is understood.    ► ellipsis,"You must! It's amazing!
To sum it up, right now, I take care of her because I must!
She must! It's the only way.
We must! There's no other option.
He must! It's urgent.
They must! It's for their safety.
I must! It's the right thing to do.
You must! It's the only solution.
We must! It's our duty.
He must! It's essential."
MODALITY,must,B1,FORM: ELLIPSIS,Can use ellipted 'must' without a subject. ► ellipsis,"Must be really difficult for you.
Must be really important.
Must be really busy.
Must be really tired.
Must be really stressful.
Must be really happy.
Must be really cold outside.
Must be really hungry.
Must be really excited.
Must be really late."
MODALITY,must,B1,FORM: WITH ADVERBS,Can use 'must' with a limited range of adverbs (most commonly 'also') in the normal mid position after the modal verb. ► adverbs,"I must also finish my homework before going out.
You must also be careful when crossing the street.
She must also attend the meeting tomorrow.
He must also complete the project by Friday.
They must also bring their ID cards to the event.
We must also clean the kitchen after dinner.
You must also remember to lock the door.
I must also call my parents tonight."
MODALITY,must,B1,USE: DEDUCTIONS AND CONCLUSIONS,"Can use 'must' to guess and deduce, most commonly with 'it must be', or 'you must be'.","You must be really tired after such a long journey.
It must be difficult for you to work and study at the same time.
You must be excited about your upcoming trip.
It must be frustrating when the internet doesn't work.
You must be hungry after not eating all day.
It must be nice to have a day off from work.
You must be worried about the exam results.
It must be hard to live so far away from your family.
You must be happy that the project is finally finished.
It must be interesting to learn about a new culture."
MODALITY,must,B1,USE: INVITATIONS,Can use 'must' to make invitations.,"You must come to our party this weekend.
You must join us for dinner tonight.
You must visit us during your vacation.
You must come to the exhibition with us.
You must attend our wedding ceremony.
You must come and try this new dish.
You must join our book club meeting.
You must come to the concert with us.
You must visit our new office.
You must come and meet our new baby."
MODALITY,must,B1,USE: OBLIGATION AND NECESSITY,Can use 'must' (with a wide range of pronouns and nouns) to talk about obligation and necessity.,"We must finish this project by tomorrow.
You must listen to your teacher's instructions.
They must attend the meeting on time.
He must complete his homework before dinner.
Everyone must follow the rules of the game.
I must apologize for my mistake.
You must take care of your health.
She must study hard for the exam."
MODALITY,must,B1,USE: SUGGESTIONS,"Can use 'must' to make strong, encouraging suggestions.","This club has been opened for just two weeks. I mean we must see it.
We must do that again, don't you think?!
Rome is really fantastic and you must go there!
You must try the new restaurant downtown; the food is amazing.
We must attend the concert this weekend; it's going to be incredible.
You must read this book; it's a real page-turner.
We must visit the museum; it has an amazing collection.
You must watch this movie; it's a classic.
We must go hiking this weekend; the weather is perfect.
You must try the local cuisine; it's delicious."
MODALITY,must,B2,FORM: PAST AFFIRMATIVE,Can use 'must have' + '-ed'.,"When I realized that he must have forgotten, I called him up.
We had lots of fun learning how to ski. It was pretty hard at the beginning. I must have fallen about fifty times.
She must have left early because her car was gone when I arrived.
He must have studied hard for the exam; he got an A.
They must have been really tired after that long hike.
The restaurant must have closed early because it was empty when we got there.
She must have missed the bus because she was late to the meeting.
He must have lost his keys because he couldn't find them anywhere.
They must have had a great time at the party; they were still talking about it the next day.
She must have changed her mind because she didn't show up for the appointment."
MODALITY,must,B2,FORM: QUESTIONS,Can use the question form.,"Must I inform the school about my absence in advance?
Can I bring a friend to the party or must I come alone?
How many hours must I work to get the full-time benefits?
Must I pay the fee before the deadline or is there a grace period?
Is there a dress code for the event or must I wear formal attire?
Must I submit my project by Friday or can I extend the deadline?
Can I use my phone during the exam or must I turn it off?
How many pages must my essay be to meet the requirements?
Must I attend the meeting in person or can I join virtually?
Is it necessary to book tickets in advance or must I wait until the day of the event?"
MODALITY,must,B2,FORM: WITH ADVERBS,"Can use 'must' with an increasing range of adverbs (including 'all', 'never', 'strongly', 'first') in the normal mid position after the modal verb. ► adverbs","To sum up, we must all act immediately because the existence of humanity may be in danger.
But there is one, just one thing we must never forget: we have to be authentic.
In addition I must strongly recommend you add something about nightlife.
We must first understand the problem before we can propose a solution.
You must always be prepared for unexpected challenges in life.
He must really love her to go to such lengths for her.
They must completely rethink their strategy if they want to succeed.
She must never reveal the secret to anyone, no matter what.
We must entirely focus on our goals to achieve them.
He must simply apologize and move on with his life."
MODALITY,must,B2,USE: CONCESSIONS,Can use the fixed expression 'I must admit' or 'you must admit' to express concession.,"On the other hand, you must admit that not all ready-made meals taste really good and often they are not as healthy as fresh ones.
However, I must admit that I completely agree with Chris and consider the mountain road too daring to try.
You must admit that the new design is quite innovative, even if it takes some getting used to.
I must admit that the presentation was more engaging than I expected.
You must admit that the team's performance has improved significantly over the past few months.
I must admit that the movie was better than I anticipated, despite the mixed reviews.
You must admit that the argument for stricter regulations is quite compelling.
I must admit that the new policy has made things more efficient, even if it was a bit disruptive at first.
You must admit that the chef's creativity in the kitchen is truly impressive.
I must admit that the customer service was surprisingly good, considering the negative feedback I had heard."
MODALITY,must,B2,USE: DEDUCTIONS AND CONCLUSIONS,Can use the perfect form of 'must' to make deductions about the past.,"She must have been really upset to leave so suddenly.
They must have forgotten to lock the door when they left.
He must have been exhausted after running that marathon.
She must have known about the surprise party beforehand.
They must have been really busy to cancel our meeting.
He must have been nervous to speak in front of such a large audience.
She must have been really happy to receive that promotion.
They must have been really surprised to see us at their doorstep."
MODALITY,must,B2,USE: EMPHASIS ,"Can use the fixed expression 'I must say' to give emphasis, usually about something positive. ","I must say, your presentation was absolutely outstanding.
I must say, the food at this restaurant is simply delicious.
I must say, your new hairstyle looks fantastic on you.
I must say, the service here is exceptionally good.
I must say, your garden is a true masterpiece.
I must say, the performance last night was mesmerizing.
I must say, your dedication to this project is truly impressive.
I must say, the view from this hotel room is breathtaking.
I must say, your outfit today is absolutely stunning.
I must say, the quality of your work is outstanding."
MODALITY,must,B2,USE: OBLIGATION AND NECESSITY,Can use 'must' to ask about obligation and necessity.,"Must I submit the report by Friday or can it be done next week?
Do I have to wear a suit to the interview, or is business casual acceptable?
Is it necessary to book the hotel in advance, or can I do it when I arrive?
Must I attend the meeting tomorrow, or can I send a representative?
Do I need to provide a passport for identification, or will a driver's license suffice?
Is it mandatory to take the entrance exam, or can I be exempted based on my previous qualifications?
Must I notify the office if I'm going to be late, or is it okay to just show up later?
Do I have to finish the project by the end of the month, or can I extend the deadline?
Is it required to attend the orientation session, or can I skip it if I've been here before?"
MODALITY,must,B2,USE: RULES,Can use the negative forms of 'must' to talk about what is not permitted.,"You must not smoke in the building.
You must not park your car here.
You must not enter the restricted area.
You must not use your phone during the meeting.
You must not feed the animals in the park.
You must not leave your belongings unattended.
You must not take pictures without permission.
You must not litter in the park.
You must not wear shoes inside the house.
You must not speak loudly in the library."
MODALITY,must,C2,FORM: ELLIPSIS,Can use ellipted 'must have' + '-ed' without a subject. ► ellipsis,"Must have been a long day.
Must have been a mistake.
Must have been a prank.
Must have been a tough decision.
Must have been a wild party.
Must have been a busy week.
Must have been a difficult journey.
Must have been a stressful meeting.
Must have been a great performance.
Must have been a confusing situation."
MODALITY,must,C2,FORM: INVERSION,"Can invert 'must' and the subject after negative phrases, e.g. 'not only', 'never', 'nor', to change the focus and give prominence/emphasis.","Not only must she be punctual, but she must also be prepared.
Never must he forget the lessons of the past.
Nor must they compromise on the quality of the product.
Not only must we respect others, but we must also respect ourselves.
Never must the truth be hidden from the public.
Nor must the importance of education be underestimated.
Not only must the project be completed on time, but it must also be done with precision.
Never must the sacrifices of our ancestors be forgotten.
Nor must the rights of individuals be disregarded.
Not only must the regulations be followed, but they must also be enforced strictly."
MODALITY,must,C2,"FORM: PAST, NEGATIVE",Can use 'must not have been' (especially with 'easy').,"She must not have been easy to deal with, considering the difficult circumstances she was in.
He must not have been easy to convince, given his strong beliefs on the matter.
It must not have been easy for them to leave their home and start anew in a foreign country.
The project must not have been easy to complete, judging by the amount of time it took.
She must not have been easy to work with, as there were constant conflicts among the team.
It must not have been easy for him to take on such a demanding role at such a young age.
The journey must not have been easy, considering the harsh weather conditions they faced.
He must not have been easy to persuade, as he remained firm in his decision despite all efforts.
It must not have been easy for her to balance work and family life with such a busy schedule.
The task must not have been easy, as it required a high level of skill and expertise."
MODALITY,must,C2,FORM: WITH ADVERBS,Can use 'must' with a wide range of adverbs in the normal mid position after the modal verb. ► adverbs|,"There must certainly be other solutions to the problem of the need for space for new houses.
Our team must absolutely prioritize the safety of all participants during the event.
You must definitely consider the environmental impact of your business decisions.
She must completely understand the consequences of her actions before proceeding.
The committee must entirely focus on the long-term goals of the project.
We must fully support the initiatives aimed at reducing carbon emissions.
He must genuinely believe in the mission of the organization to be effective.
They must clearly communicate their expectations to avoid misunderstandings.
The proposal must precisely outline the steps needed to achieve the objectives.
We must consistently adhere to the guidelines to maintain high standards."
MODALITY,need,B2,FORM: NEGATIVE,Can use the negative form.,"You needn't buy a new computer if your old one still works fine.
You needn't attend the meeting if you have other important tasks.
You needn't explain the situation again; I already understand.
You needn't worry about the cost; it's already covered.
You needn't bring a gift; your presence is enough.
You needn't hurry; we have plenty of time.
You needn't apologize; it was not your fault.
You needn't wait for me; I'll catch up later.
You needn't finish the report today; you can do it tomorrow.
You needn't stress over the details; just focus on the main points."
MODALITY,need,B2,USE: OBLIGATION AND NECESSITY,Can use 'needn't' to talk about a lack of obligation. ,"You needn't attend the meeting if you have other important work to do.
She needn't bring her umbrella since it's not supposed to rain today.
We needn't hurry; there's plenty of time before the movie starts.
You needn't worry about the presentation; it's already been prepared.
They needn't come early; the event doesn't start until 7 PM.
We needn't bring snacks; there will be plenty provided.
You needn't worry about the details; I'll take care of everything.
He needn't bring his laptop; we'll be using the conference room computers.
We needn't rush; the train leaves in two hours.
You needn't worry about the cost; it's already covered."
MODALITY,need,C1,"FORM: PAST, NEGATIVE",Can use 'needn't have' + '-ed'.,"You needn't have waited for me.
She needn't have worried about the exam.
We needn't have booked the tickets in advance.
He needn't have cooked such a big meal.
They needn't have sent the invitation so early.
I needn't have packed so many clothes.
You needn't have called me so late.
She needn't have driven all the way here.
We needn't have brought so much food."
MODALITY,need,C2,FORM: QUESTIONS,Can use the question form. ,"Need you ask?
Need I remind you of the consequences?
Need I elaborate on this matter?
Need I explain why this is important?
Need you tell me how to do my job?
Need I justify my actions to you?
Need I spell it out for you?
Need I make it any clearer?
Need I go over this again?
Need I stress the urgency of this situation?"
MODALITY,need,C2,USE: IN DISCUSSION,"Can use the question form rhetorically in discussion, typically in formal contexts.","Need I remind you of the consequences?
Need you be so pessimistic?
Need I explain the obvious?
Need you always be right?
Need I spell it out for you?
Need you take everything so personally?
Need I say more?
Need you doubt my intentions?"
MODALITY,ought,B1,FORM: AFFIRMATIVE,Can use the affirmative form. ,"I think we ought to have a meeting to discuss this issue.
You ought to try the new restaurant downtown.
She ought to be more careful with her belongings.
We ought to finish this project by the end of the week.
He ought to apologize for his behavior.
They ought to consider the consequences before making a decision.
I ought to call my parents more often.
You ought to take a break and relax.
She ought to be proud of her achievements.
We ought to plan our trip in advance."
MODALITY,ought,B1,USE: ADVICE,Can use 'ought to' with 'you' to give advice.,"You ought to study harder if you want to pass the exam.
You ought to call your grandmother on her birthday.
You ought to wear a jacket; it's getting cold outside.
You ought to try that new restaurant downtown.
You ought to take a break and rest for a while.
You ought to apologize to your friend for being late.
You ought to save some money for your future.
You ought to drink more water to stay hydrated.
You ought to read that book; it's really interesting.
You ought to exercise regularly to stay healthy."
MODALITY,ought,B2,FORM: ELLIPSIS,Can use 'ought to' without a following verb where the previous main verb is understood. ► ellipsis,"Otherwise some students would not get as much specialised help as they ought to.
We should ensure that everyone has access to the resources they ought to.
She didn't receive the support she ought to.
The team didn't perform as well as they ought to.
He didn't take the time he ought to.
They didn't provide the care that the patients ought to.
The project didn't meet the standards it ought to.
You didn't finish the task as quickly as you ought to.
The company didn't invest in the training its employees ought to.
The report didn't include all the details it ought to."
MODALITY,ought,B2,USE: DESIRED STATES ,Can use 'ought to' to talk about desired states of affairs.,"We ought to reduce our carbon footprint by using public transportation more often.
Children ought to learn about the importance of recycling from a young age.
Employees ought to be given the opportunity to work from home at least once a week.
Governments ought to invest more in renewable energy sources.
People ought to be more considerate of their neighbors by keeping noise levels down.
Students ought to take advantage of the resources available at their school library.
Companies ought to prioritize employee well-being by offering mental health support.
Communities ought to come together to support local businesses during tough times.
Consumers ought to be more aware of the environmental impact of their purchases.
Researchers ought to share their findings openly to advance scientific knowledge."
MODALITY,ought,C1,"FORM/USE: DESIRED STATES, WITH 'THERE OUGHT TO BE' ",Can use 'there ought to be' to talk about desired states of affairs. ,"There ought to be more safety measures in place at the construction site.
The restaurant had poor service, so there ought to be a review of the staff training.
The park is always crowded, there ought to be more benches for people to sit on.
The school library is outdated, there ought to be more funding for new books and resources.
The traffic in the city is terrible, there ought to be better public transportation options.
The office is too noisy, there ought to be more soundproofing to improve concentration.
The museum lacks interactive exhibits, there ought to be more hands-on activities for visitors.
The gym has limited equipment, there ought to be more variety to cater to different fitness levels.
The neighborhood is unsafe at night, there ought to be more streetlights and security patrols.
The conference room is too small, there ought to be a larger space for future meetings."
MODALITY,ought,C1,"FORM/USE: EMPHASIS, WITH 'REALLY'",Can use 'ought to' with 'really' to add emphasis.,"You really ought to take some time to consider the long-term consequences of your decision.
We really ought to address the issue of climate change before it's too late.
She really ought to apologize for her rude behavior at the meeting.
They really ought to invest more in renewable energy sources.
I really ought to finish this project before the deadline.
He really ought to consult a doctor about his persistent headaches.
You really ought to read the terms and conditions before signing the contract.
We really ought to plan a family vacation soon.
She really ought to practice more if she wants to improve her skills.
They really ought to consider the impact of their actions on the community."
