SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
MODALITY,adverbs,C1,FORM/USE: 'NOT NECESSARILY',"Can use 'not necessarily' to express a possible exception to a general perception, i.e. not in every case.","As a conclusion, I want to say that while what we wear doesn't necessarily define who we are, it does play a big part in it.
This is not necessarily the way the older generation would see it though."
MODALITY,adverbs,C1,FORM/USE: RESPONSE TOKENS,Can use 'not necessarily' as a short response. ,"Presents. Strips, bows, paper-wrapping. Thinking of Christmas? Not necessarily."
MODALITY,adverbs,C2,"FORM/USE, RESPONSE TOKENS",Can use adverbs expressing certainty as short responses. ,Do I agree with this statement? Definitely.
NOUNS,noun phrases,A1,FORM: DETERMINER + NOUN,Can form simple noun phrases with a limited range of determiners + singular and plural nouns. ► Nouns and noun phrases: functions,"There is also a park near my house.
My husband is a teacher.
That's why I like this place.
I go to college every day."
NOUNS,noun phrases,A1,FORM: DETERMINER + ADJECTIVE + NOUN,Can form simple noun phrases by pre-modifying singular and plural nouns with an adjective after a determiner. ,"Martin is my best friend.
We have a big garden and a small swimming pool.
Her favourite colours are blue and black."
NOUNS,noun phrases,A1,FORM: ADJECTIVE + PLURAL NOUN,Can form simple noun phrases by pre-modifying plural nouns with an adjective and no determiner. ,"I have new neighbours.
They're nice people.
This place has nice shops.
I like reading interesting books in the Library."
NOUNS,noun phrases,A1,FORM: NOUN + NOUN,Can form noun phrases by pre-modifying a limited range of nouns with another noun. ,"Every Friday I go swimming and play computer games.
I am having a dinner party on Friday 25 December at 7 pm.
Can you come to my house on Friday evening?
My girlfriend likes vegetable pasta with tomato sauce, because she is vegetarian."
NOUNS,noun phrases,A2,FORM: DETERMINER + UNCOUNTABLE NOUN,Can form simple noun phrases with a limited range of determiners + uncountable nouns.,"The food was delicious and the music was great.
The weather was so cold.
I phoned for more information two days ago.
It is very important because I need to do some homework in it."
NOUNS,noun phrases,A2,FORM: DETERMINER + NOUN,Can form simple noun phrases by pre-modifying nouns with an increasing range of determiners.,"There are so many shops, you can play games, eat food like Chinese food.
I had so much fun!
I spent too much money, five hundred euros, but I don’t mind because they are beautiful!
I visited a lot of museums and I went shopping.
All of our classmates were there and some of my cousins too."
NOUNS,noun phrases,A2,FORM: NOUN PHRASES WITH ADJECTIVES,Can pre-modify noun phrases with a limited range of more than one adjective. ,"I bought a beautiful pink skirt and a white top.
Lysiane is taller than me and she has short black hair.
It is a beautiful old city and there is the old wall around the city.
I left my small white bag.
Don't forget to wear old, comfortable clothes."
NOUNS,noun phrases,A2,FORM: WITH RELATIVE CLAUSE AS POSTMODIFIER,Can post-modify noun phrases by using a non-defining relative clause. ► Clauses: relative,"She's in a volleyball team like me, but we're not in the same one. She was for the other team, which lost.
You can always visit our Shopping Centre, which is one of the biggest in Brazil."
NOUNS,noun phrases,A2,FORM: WITH RELATIVE CLAUSE AS COMPLEMENT,Can form complex noun phrases by using a defining relative clause as a complement to a noun phrase. ► Clauses: relative,"The mobile phone which I bought yesterday is brilliant.
The person who gave me it was my father.
The last day when we can see the movie is Thursday.
I want to invite you to a pop concert that is going to take place in the National Stadium.
The music that I like is Rock & Roll."
NOUNS,noun phrases,A2,FORM: POSSESSION WITH ''S' + NOUN,Can use possessive determiner ''s' with a singular noun. ,"It's my sister's jacket.
I bought a red tie because next Sunday it will be my father's birthday.
Yesterday about 8 pm, when I was coming back home from a shop, I saw two men near my neighbour's car."
NOUNS,noun phrases,B1,FORM: COMPLEX NOUN PHRASES WITH ADJECTIVES,Can form an increasing range of complex noun phrases with more than one adjective. ,"The Northeast is so beautiful and it's famous because of its white sandy beaches and the coconut trees.
Last weekend I went to São Paulo to buy some winter clothes. I bought a white hooded jacket, a blue jumper, black gloves and a beautiful blue scarf.
Inside there were three samples of a nasty purple liquid.
I know your company are offering an exciting new service in our area.
He had beautiful green eyes, short, curly, red hair and he was wearing an elegant black suit with a red tie.
You can walk along the streets and eat typical Spanish food in good restaurants."
NOUNS,noun phrases,B1,FORM: COMPLEX NOUN PHRASES WITH ADVERBS + ADJECTIVES,Can form complex noun phrases with adverb + adjective + noun. ,"It took us a very long time but it was a great fun!
They made really good friends."
NOUNS,noun phrases,B1,FORM/USE: 'SUCH (A)' + ADJECTIVE + NOUN,"Can form noun phrases with 'such a' + adjective + singular noun and 'such' + adjective + plural noun, to give emphasis. ","It was so terrible because I've never been in such a terrible situation.
So it was really funny to hear from her after such a long time.
Thank you for giving me such a fantastic birthday present.
Also, we both liked to read and that was why we were such good friends.
I had never worn such high heels before."
NOUNS,noun phrases,B1,FORM: NOUN + PREPOSITIONAL PHRASES ,Can form complex noun phrases by using a prepositional phrase after the main noun in a noun phrase. ,"It was a beautiful red dress with blue flowers on the back.
Yesterday a TV company came to our school to make a film about Bavarian pupils.
I don't spend too much time in front of the television, I just watch it twice a week and on Sundays morning.
I received your letter and you asked me about the future of my town.
I have to travel to Montevideo to see my doctor because I'm having some problems with my health."
NOUNS,noun phrases,B1,FORM/USE: NOUN PHRASES WITH SUPERLATIVES,"Can use a clause with a present perfect or past perfect as a superlative noun phrase complement, to talk about uniqueness. ","It has the best promenade I have seen.
The best book I've read is The Da Vinci code.
It was the best decision you had ever made.
We enjoy going shopping, walking and talking hour after hour - She's the funniest person I've ever known!"
NOUNS,noun phrases,B1,FORM/USE: POSSESSIVE '‘S' WITHOUT NOUN ,Can omit the noun after possessive '’s' to talk about a place which is familiar to the speaker and listener.,"Last week I left my clothes at the dry cleaner's and I can't collect them.
I have to go to the dentist’s.
I'll be picking you up at eight o'clock near the McDonald's, OK?
I'm going to be absent from the English class next week, because I am going to the doctor's.
It's next to your grandma's."
NOUNS,noun phrases,B1,FORM: NOUN + 'OF' + POSSESSIVE PRONOUN ,Can form noun phrases with noun + 'of' + possessive pronouns. ," we always did everything together and couldn't stop laughing as she told me many funny stories and I told her lots of silly mistakes of mine.
A colleague of mine has told me about a Swiss hotel in London.
I was looking for something special to do for my last week off and some schoolmates of mine invited me to join the cycling holiday.
I'm a fan of his, he is my favorite singer.
I want this dream of mine to come true."
NOUNS,noun phrases,B1,FORM: FRIEND + 'OF' + POSSESSIVE DETERMINER + NOUN ,Can form noun phrases with 'a friend of' or 'friends of' + possessive determiner + noun.,"He is a friend of my husband.
I just thought they were friends of my neighbour who were going to visit him."
NOUNS,noun phrases,B1,FORM: COMPLEX NOUN PHRASE WITH POSSESSIVE '‘S' + NOUN,Can form complex noun phrases with noun phrase + 'of' + noun phrase + possessive determiner ''s' + noun phrase.,"I ran to the street and I saw the window of my neighbour's car was broken.
The subject of my boss's talk will be IT skills.
My friend Ronald had been chosen to play the role of James Bond's son!
My best friend is called Sindi and we met at my brother's birthday. She is the sister of my brother's girlfriend so he invited her as well.
The delivery date should be the day of my friend's birthday."
NOUNS,noun phrases,B1,"FORM: NOUN PHRASE, NOUN PHRASE ","Can put two noun phrases together (in apposition) to refer to the same person or thing, usually separated by commas.","Mr Miller, the Sales Director, will visit us next Thursday.
Yesterday my boyfriend and I decided to go on a cycling holiday to visit some places in the country near Eboli, the town where we live.
She has come with me and two more friends, Peter and Gorha.
I spoke with her and she looks really happy, although a little sad because her best friend, Alison, did not pass the exam.
A new employee, Mary Watts, has just joined our company."
NOUNS,noun phrases,B1,FORM: INDEFINITE PRONOUNS ,Can form noun phrases with an indefinite pronoun + adjective or clause. ,"We see each other every day and do something different every day.
You could bring something to drink.
But then there is nothing special to eat."
NOUNS,noun phrases,B1,FORM/USE: 'THE THING …',"Can use the noun phrase 'The thing' in front position, with a clause complement, to give focus to something. ","The thing I enjoyed most about it was a new computer game.
The thing I prefer there is the swimming-pool, because I have met someone there."
NOUNS,noun phrases,B2,FORM: NOUN + 'OF' + POSSESSIVE DETERMINER + NOUN ,"Can form noun phrases with noun + 'of' + possessive determiner + noun + '‘s', particularly with 'friend' or 'friends'.","Actually, I know a great one and they can make a little discount for us because the owner is a friend of my father's."
NOUNS,noun phrases,B2,FORM: POSSESSION WITH PLURAL NOUNS  + ',Can form noun phrases with plural nouns + ' + noun.,"He had promised that he would go to his grandparents' house this afternoon.
Our company is a digital company with 15 years' experience.
It is essential to introduce special offers to get customers' attention."
NOUNS,noun phrases,B2,FORM: POSTMODIFYING WITH ADJECTIVE PHRASE,Can form complex noun phrases by using adjective phrases as postmodifiers to give more information about the noun.,"Besides, we could leave one day in the morning and go by boat to a small and exotic island full of different and exotic species of birds that we could observe and photograph.
Emily Brönte succeeded in writing a romantic, psychological and tragic story, beautifully set in these mysterious moors."
NOUNS,noun phrases,B2,FORM: COMPLEX NOUN PHRASES WITH ADJECTIVES COMBINED WITH 'BUT',Can form an increasing range of complex noun phrases with more than one adjective combined with 'but'. ,"I am very lucky, because I was born in a small but beautiful city called Neuva Helvecia.
As a result, in order to find out which is the most important, you need to ask yourself a simple but tricky question that no man would like to be asked.
The smoke in the air had a strong but good smell.
I will be on business in London to sign a contract with a new but significant customer at that time."
NOUNS,noun phrases,C1,FORM: NOUN PHRASE WITH POSSESSIVE 'S WITHOUT NOUN,"Can form complex noun phrases with noun phrase + 'of' + noun phrase + possessive determiner ''s', omitting the noun where it is previously mentioned. ","Our after-sales team now is perceived as faster, more qualified, friendlier and more efficient than our competitors’.
You cannot have peace and quiet in your own home, as your hour of peacefulness might considerably differ from your neighbours’.
I think it would be better to include a student's view of the college, not only a teacher's."
NOUNS,noun phrases,C1,"USE: NOMINALISATION, FORMALITY","Can use nominalised forms in academic or business contexts, to make something more formal. ","As indicated by the charts, the output in state-owned industry increased by 12% in 2000.
With reference to foreign-invested industry, it recorded fluctuations in industrial output increases throughout three years.
It stood at 14% in 2002, then dropped by 2% in 2001. 2002 brought a significant growth in the output and recorded 19%.
We could say that things have been altered by the advances of science and culture in general, like the rest of the world."
NOUNS,noun phrases,C1,"FORM/USE: 'WH-' CLEFT, FOCUS","Can form complex noun phrases with 'wh-' cleft clauses, followed by 'be', to give focus. ","What everyone loved were the special effects and we were very impressed by the use of advanced technological innovations.
What companies care about is money and football players help them to earn it.
What tourists want is to see the most typical things in England, not a hamburger restaurant.
What students learn are mostly facts and theories."
NOUNS,noun phrases,C2,FORM: COMPLEX NOUN PHRASES WITH 'LITTLE OR NO'  + NOUN,Can form complex noun phrases with 'little or no' + noun.,"Harvey Keitel has always chosen the scripts that interested him as a person and as an actor, whilst refusing to invest his talent in big-time Hollywood block-busters with little or no artistic value.
They have little or no spare time to relax and recharge their batteries; they are constantly under pressure in order to live up to the expectations of the team and the supporters.
The careers of these people started at a very young age with little or no money."
NOUNS,types,A1,FORM: COMMON NOUNS,Can use a limited range of common nouns. ,"My house is in Ilford.
In my free time I go shopping and I like swimming.
My friend is called Jessica."
NOUNS,types,A1,FORM: PROPER NOUNS,"Can use proper nouns with a capital letter to refer to specific people, places, days and things. ","I want to see you on Saturday and Sunday.
In Leicester I live in an area called Hamilton.
This place is Gloscat College in Gloucester.
My friend is called Monika , she comes from Poland."
NOUNS,types,A1,FORM: COMPOUND NOUNS,"Can use a range of compound nouns, as one-word, two-word and hyphenated compounds, formed from verb + noun, noun + noun and adjective + noun combinations. ","She likes to go to the swimming pool and to the gym.
There are seven rooms: three bedrooms, a living room, a kitchen and there are two bathrooms.
My house is next to the bus stop.
My home is in Belfast, near the city centre.
There's a supermarket and  a post office .
He likes sports like ice-hockey and table tennis.
I buy wines and ice-cream."
NOUNS,types,A2,"FORM: '-ING' FORMS, OBJECT  ","Can use the '-ing' forms of verbs as nouns, in object position, to refer to activities. ","There we did a lot of things like swimming from the beach and going shopping.
I prefer dancing, but on Saturday I'd like to go to a jazz concert.
I practised windsurfing and scuba diving."
NOUNS,types,B1,FORM: COMMON NOUNS,Can use an increasing range of common nouns. ,"When you're swimming you exercise all of your body.
You just have to send me your design and I'll do the rest.
My heart was hurt and nobody will repair the damage."
NOUNS,types,B2,"FORM'-ING' FORMS, SUBJECT",Can use the '-ing' form of verbs as nouns in subject position.  ,"Working until midnight every evening is not reasonable. Working late is not the solution and it is even dangerous.
Also, think about stress. Driving in a city is stressful.
First of all, Wicklow Mountains Centre is the perfect place for climbing. Climbing is our favourite hobby and, I think, we will have a good time.
Many people say that they just don't have time for thinking about their health. Living in today's world demands spending a lot of time working."
NOUNS,types,C1,"FORM'-ING' FORMS, ABSTRACT NOUNS",Can use the '-ing' form of verbs as abstract nouns. ,"Learning English has its rewards too.
Advertising seems to be very important to promote a new product.
Teaching is terribly challenging and demanding."
NOUNS,plural,A1,FORM: PLURAL '-S',Can form plurals by adding '-s' to common countable nouns. ,"We play computer games.
You have to walk just 5 minutes down the road.
My favourite season is  summer, because it's very hot and there are a lot of flowers and nice trees."
NOUNS,plural,A2,FORM: PLURAL '-ES',"Can form plurals by adding '-es' to countable nouns ending in '-o', '-ch', '-s', '-sh', '-x' or '-z'.","The art classes after school are on Tuesdays.
Then I bought five different dresses.
You have to bring your pencil, oil paint, some paint brushes, and the teacher will give you a palette.
Usually it is meat and potatoes or special dishes.
Bring some sandwiches and drinks.
A box of Dairy milk and 2 boxes of pens.
We have to bring paintbrushes of different sizes ?"
NOUNS,plural,A2,FORM: PLURAL '-IES',"Can form plurals of countable nouns ending in a consonant plus '-y', by changing the 'y' to 'I' and adding '-es'.","I have a lot of hobbies.
There were lots of activities to do.
I bought some jeans and costumes because I have a lot of parties this month."
NOUNS,plural,A2,FORM: IRREGULAR PLURAL NOUNS,Can form some irregular plural nouns.,"It was a sale and I bought some clothes for my children.
I ate fish and seafood, it was delicious.
She has black eyes, a beautiful round face and nice teeth.
The floor in the kitchen has many holes and I think there are mice."
NOUNS,plural,A2,FORM: NOUNS ONLY USED IN THE PLURAL,"Can use nouns that only have a plural form, with plural agreement. ","I bought them because I feel comfortable when I am wearing these clothes.
The clothes are very cheap in this shop.
The jeans were expensive, but the other things were very cheap.
Please wear some shorts and a shirt.
I left my glasses in your house last night. I need them, because I can't see anything."
NOUNS,plural,B1,FORM: COLLECTIVE NOUNS,"Can use collective nouns, usually with a singular verb, but also with a plural verb depending on whether the noun is perceived as a single group or collection of individuals.","The staff is friendly and polite with guests and there are many sports activities.
After the spring break the whole staff have to start work at 7.15 am.
A TV company has decided to make a film in my high school because it's a normal secondary school.
The crew were very interested in what the new school looked like and they were amazed at the colours we used to paint it.
Our company is interested in your company's services."
NOUNS,uncountable,A2,FORM: UNCOUNTABLE NOUNS,Can use a limited range of uncountable nouns. ,"I listen to music, I watch TV and I talk to my friends.
The weather there was cold.
Come to my house at 4.30 pm so we have time to get ready.
I ate a lot of meat.
Do you have any furniture in this room?
Bring some money with you."
NOUNS,uncountable,A2,FORM: WITH 'THE' ,Can use uncountable nouns with 'the' to talk about something specific. ,"The music is going to be loud, since it's rap.
The weather was absolutely fine.
If you can't find the information about the new art class after school, please call me."
NOUNS,uncountable,A2,"FORM: WITH DETERMINERS, QUANTITY","Can use uncountable nouns with a limited range of quantity words and phrases including 'some', 'any', 'a lot of', 'more'. ► Determiners: quantity","It's really important for me, because I need to do some homework.
Now, I haven't got any money, but I am really happy!
We have had a lot of fun.
I'm going to find more information about the new art class."
NOUNS,uncountable,A2,"FORM: CONTAINERS, QUANTITY EXPRESSIONS",Can refer to an individual example or quantity of an uncountable noun using words for containers and countable items. ,"We have to bring a bottle of water, trainers and a T-shirt or top.
You must bring with you two pencils, one rubber and a piece of paper.
I have a piece of news.
I can drink a cup of tea in a café."
NOUNS,uncountable,B1,FORM: UNCOUNTABLE NOUNS,Can use an increasing range of uncountable nouns. ,"I think the countryside is better than the town centre, people get on more easily with each other.
Well, I love shopping for clothes because I love fashion.
I hope you can help me to find new accommodation as soon as is possible.
Firstly, you can admire lovely architecture and visit a museum about our history."
NOUNS,uncountable,B1,"FORM: WITH DETERMINERS, QUANTITY","Can use uncountable nouns with an increasing range of quantity words and phrases including 'much', 'a bit of', 'a little bit of', 'enough', 'further', 'plenty of', 'loads of'.  ►  Determiners: quantity","I'm sure that your parents are looking forward to going with you to the beach, because they work a lot of hours during the year so they can't spend much time with you.
I know you have sent me somebody to fix it but every time that it rains, at least a bit of water comes inside the house.
I hope this little bit of advice can help you!
I prefer to buy only what I need because I don't have enough money.
So I would like you to attend a meeting next week for further information.
My Finance department is very busy, I have loads of work to finish."
NOUNS,uncountable,B2,FORM: NO ARTICLE,Can use uncountable nouns without a definite article to refer to an abstract thing in general. ,"Television is more attractive because it has moving images.
Music was her life, not only a hobby.
Look at it this way, the more you work in school, the more you will achieve in your job. Education is important to prevent you from being a dog on a leash!
Language can be learned slowly and reflects the culture and tradition of the country. Language even plays an important role in the tourist industry."
NOUNS,uncountable,C1,FORM: UNCOUNTABLE NOUNS,"Can use a wide range of uncountable nouns, particularly referring to abstract concepts. ","I appreciate that your company is concerned about safety and has installed safety belts in every coach but they do not help much when they are all broken.
Above all, the administration is not very efficient.
He will go with another two members in his department who are likely to be the core workforce and who are eager to broaden their vision.
Through that we can develop more humanity, solidarity, tolerance and respect among people of different countries."
NOUNS,noun phrases - grammatical functions,A1,FORM: AS SUBJECTS ,Can use nouns and noun phrases as subjects of the clause. ,"His name is Stanislav.
My friends are from Poland, Hungary, Libya, and Morocco."
NOUNS,noun phrases - grammatical functions,A1,FORM: AS OBJECTS,Can use nouns and noun phrases as objects of the clause. ,"I love my house.
When I have time, I visit my family."
NOUNS,noun phrases - grammatical functions,A1,FORM: AS COMPLEMENT OF PREPOSITIONS,Can use nouns and noun phrases as complements of prepositions in prepositional phrases. ,"I invite you and your family to come to my house for dinner.
I like everything in my house."
NOUNS,noun phrases - grammatical functions,A1,FORM: AS COMPLEMENT OF 'BE',Can use nouns and noun phrases as complements of the verb 'be'. ,"There is a big garden.
Hi Rie, It's Mohamad.
He is a student in B6 College."
NOUNS,noun phrases - grammatical functions,A1,FORM: AS ADJUNCTS,Can use nouns and noun phrases as adjuncts in some time expressions. ,"But if not, then I will see you tomorrow morning.
I can go to see her tomorrow because I am going to a job interview today.
I will write to you again next week."
PASSIVES,passives: form,A2,FORM/USE: WITH 'BY' TO ADD INFORMATION,Can use the passive with 'by' to add information about something already known.,"It was bought by my uncle.
It's made by Sony-Ericsson, I love it ?
? it was written by an excellent author, Lev Tolstoy."
PASSIVES,passives: form,A2,"FORM: PAST SIMPLE, AFFIRMATIVE",Can use the past simple passive affirmative after a singular subject. ,"It was built in 1880.
On Saturday morning I was invited to a sports competition."
PASSIVES,passives: form,A2,"FORM: PRESENT SIMPLE, AFFIRMATIVE",Can use the present simple passive affirmative with a singular subject.,"The group is called playmo.
I bought a T-shirt, it cost £42 because it is made of cotton."
PASSIVES,passives: form,B1,FORM/USE: WITH 'BY' IN A RELATIVE CLAUSE|,"Can use the passive with 'by' in a relative clause, often to add more information.","I also like wearing clothes which are manufactured by famous brands.
It's the highest mountain in U.A.E. Special roads were built for people to reach the top of the mountain, which was surrounded by houses."
PASSIVES,passives: form,B1,FORM: INFINITIVE ,"Can use the passive infinitive after a limited number of forms including 'going to', 'have to', 'need to', 'want to'. ","It is going to be shown this Friday.
After that, they printed an authorisation, form which had to be signed by my parents because I'm not over eighteen.
He wants to be informed about sales development by the end of November 2001."
PASSIVES,passives: form,B1,"FORM: PAST SIMPLE, AFFIRMATIVE",Can use the past simple passive affirmative with a range of pronoun and noun subjects both singular and plural.,"It was written in a strange language that I tried to translate.
Next day, I heard that my neighbour's car was stolen.
They filmed the flowers and trees, and some pupils were interviewed about their work in the garden, too."
PASSIVES,passives: form,B1,"FORM: PRESENT CONTINUOUS, AFFIRMATIVE ",Can use the present continuous passive affirmative with a limited range of verbs.,"Did you know that the next Harry Potter movie is being filmed in my school?
Why don't we stay at my house and visit Tokyo, where an interesting Japanese history exhibition is being held.
As a result of that, Russia's economy is being followed by many experts.
They filmed a class where the clothes are being tested at the moment and they interviewed some people."
PASSIVES,passives: form,B1,"FORM: PRESENT SIMPLE, AFFIRMATIVE ",Can use the present simple passive affirmative with a range of pronoun and noun subjects.,"Our office is situated near the airport.
The walls are painted in a dark blue, and the floor is wood."
PASSIVES,passives: form,B1,"FORM: PRESENT SIMPLE, NEGATIVE",Can use the present simple passive negative with a range of pronoun and noun subjects.,"The story is about a girl, who is not accepted in her class.
I think we should replace the printer, because it prints very slowly and the sheets aren't printed properly."
PASSIVES,passives: form,B1,FORM: WITH VERBS TAKING TWO OBJECTS.,"Can use the past simple passive with a limited range of verbs needing two objects, putting the indirect object in subject position. ","So I was given a ticket for a train, running from Berlin to Munich.
We were lucky, because we were given another chance."
PASSIVES,passives: form,B1,USE: GIVING FOCUS WITH 'BY',Can use the passive with 'by' to give focus.,My school was chosen by the TV company because it is one of the newest in town.
PASSIVES,passives: form,B1,"USE: PRESENT CONTINUOUS, FUTURE REFERENCE",Can use the present continuous passive to refer to the future.,"The seminar is being held at Chennai in the next week.
We are being visited by our Sales Director on Thursday morning."
PASSIVES,passives: form,B2,FORM: INFINITIVE,"Can use the passive infinitive affirmative and negative forms after an increasing range of main verbs, modal verbs, adjectives and nouns, in impersonal constructions. ","According to your advertisement, some training is supposed to be given.
My composition was ready to be printed and I was searching for a piece of paper?
I would prefer to sleep in a tent because I have never done it and I think it is an experience not to be missed, a very original adventure!
The reason that I took part in your research was to help youngsters not to be addicted to computer games ?
For one, the future homes might not be built out of bricks at all!"
PASSIVES,passives: form,B2,FORM: MODAL PERFECT ,Can use the present perfect simple affirmative and negative forms with modal verbs to refer to the past.,"I think that all these problems could have been avoided and that asking for my money back is the best way of forgetting that evening.
I don't remember how I lost it, it might have been stolen.
Of course, some groups were better than others but I think they all played well and have talent: they should have been given a chance!
It should not have been used in this kind of article."
PASSIVES,passives: form,B2,FORM: PAST CONTINUOUS AFFIRMATIVE. ,Can use the past continuous passive affirmative. ,"However, to my disappointment, the restaurant was closed because it was being redecorated.
After they explained everything to him, he then knew he was being tricked by them and that this was supposed to be a special experience for him.
We thought that as you lived there, we could go to your house and stay there while the car was being repaired."
PASSIVES,passives: form,B2,"FORM: PAST PERFECT SIMPLE, AFFIRMATIVE ",Can use the past perfect passive affirmative form.,"The car had been serviced and everything seemed to be all right.
At this moment, Lime walked in and realised he had been set up."
PASSIVES,passives: form,B2,"FORM: PAST PERFECT SIMPLE, NEGATIVE ",Can use the past perfect passive negative form.,"In fact, it hadn't been stolen, it had been taken by a man and his wife, because their car broke down and because she was about to have her baby ?
We waited for ages because we had not been informed."
PASSIVES,passives: form,B2,FORM: PAST SIMPLE NEGATIVE,Can use past simple passive negative. ,"What is worse, the ticket price was not reduced despite the fact that I showed my student ID.
I had to go to the hospital because my back hurt so badly, and I wasn't allowed to work for two weeks.
I was really disappointed because a lot of things were not done.
Some say that studying animals would be impossible, if they weren't kept in zoos ?"
PASSIVES,passives: form,B2,"FORM: PRESENT CONTINUOUS, AFFIRMATIVE ",Can use the present continuous passive affirmative with an increasing range of verbs.,"This year's topic is the online training for employees, which is being relaunched .
The global temperature is rising, the ice is melting, the sea level increases and miles and miles of coast are being submerged.
The first thing to be linked through computers was academic knowledge, then came commercial businesses, naturally, and now, people are being linked through billions of personal computers."
PASSIVES,passives: form,B2,"FORM: PRESENT CONTINUOUS, NEGATIVE",Can use the present continuous passive negative.,"? students are not being educated equally.
To conclude, in my opinion, it is important to keep as many languages as possible alive, so we can make sure that part of the human history is not being lost.
Firstly, the fact of different kinds of animals are in a zoo, doesn't means that they aren't being treated right."
PASSIVES,passives: form,B2,"FORM: PRESENT PERFECT SIMPLE, AFFIRMATIVE ",Can use the present perfect passive affirmative form (often in the context of reporting).  ► reported speech,"I have been asked to write a report about an accident which happened to me last Saturday.
I am writing to you to give you further information about the conference organization and about the arrangements which have been made for your group of students."
PASSIVES,passives: form,B2,"FORM: PRESENT PERFECT SIMPLE, NEGATIVE ",Can use the present perfect passive negative form (often in the context of reporting). ► reported speech,"?the old-fashioned house which has not been used for twenty years is not a very attractive sight from our town either.
This happened two years ago, and the necklace hasn't been found yet ?"
PASSIVES,passives: form,B2,FORM: WITH MODAL VERBS,"Can use the passive with modal verbs in a range of contexts, with a variety of subjects.","Architects should be hired to design parks, where people could go for a walk or have a picnic.
Although I had a marvellous time, I believe there are a few things that could be improved for next year's festival.
As a result, today, it could be said that nearly everyone is living in a digital world which means computers are necessary and very important."
PASSIVES,passives: form,B2,"FORM: WITH VERBS TAKING TWO OBJECTS, , WITH PREPOSITIONAL PHRASE","Can use the passive with a range of tenses and verbs needing two objects (e.g. give, offer, sell) with the direct object in subject position and the indirect object in a prepositional phrase. ","Your name was given to me by a member of yours, Allan Westwood, whom I met last week.
If more training is given to staff, they will be interested in their work  and staff turnover will be reduced.
Unfortunately an interview for a job in the New Palace Hotel has been offered to me at the same time as your class."
PASSIVES,passives: form,B2,FORM: WITH VERBS TAKING TWO OBJECTS.,"Can use the passive with a wide range of verbs needing two objects, putting the indirect object in subject position. ","I was very happy to hear that you have been offered two jobs, one in a restaurant and one in a museum.
She was offered a contract to record a single.
First of all, I felt happy and pleased that your firm has been given some extra money to spend on improvements to the cinema next year."
PASSIVES,passives: form,B2,USE: SUMMARIES AND EVALUATIONS,Can use the passive with modal verbs to evaluate or summarise.,"In conclusion, it can be seen that the bicycle is more suitable for those who are living in a little town or in the country.
Next, I find that our streets are not very clean, another major problem, and I think something must be done about it."
PASSIVES,passives: form,B2,"USE: WITH 'WILL', FUTURE REFERENCE",Can use the passive with 'will' to talk about the future.,"Just to let you know you will be booked into the Palace Hotel ?
Dear Mr Bixon, First of all, I am very grateful to hear that the cinema will be renovated next year."
PASSIVES,passives: form,C1,FORM/USE: NON-FINITE CLAUSES,Can use a passive non-finite '-ing' form as a subordinate clause or a noun clause to give explanatory background information.,"Being born and raised in Mexico, I believe her to be this country's best representative to the world.
Being overworked and badly paid, Polish women are torn between their dreams and their real possibilities.
Being invited by your boss for an unexpected lunch makes you feel noticed."
PASSIVES,passives: form,C1,FORM/USE: PRESENT CONTINUOUS NEGATIVE,Can use the present continuous passive negative form to refer to ongoing situations in the present.,"In my opinion, the store is not being promoted enough.
Women are not being seen as just inferior to men and incapable of working outside the home.
Finally, I agree with the fact that mobile phones have helped the human species develop, but as long as they 're not being used in a sensible way, they're a destructive weapon against children's health."
PASSIVES,passives: form,C1,"FORM/USE: SUMMARISING, EVALUATING WITH 'IT'.","Can use the passive with 'it' as a dummy subject, to summarise or evaluate in discussions, usually in formal or academic writing.","To sum up, it can be concluded that this report has attempted to summarize the main points regarding the Spanish educational system.
In addition, it has been found that some products were difficult to find."
PASSIVES,passives: form,C2,FORM/USE: NON-FINITE PERFECT CLAUSES,Can use passive non-finite '-ing' perfect forms in subordinate clauses to give explanatory background information.,"I myself, having been educated the hard way, would specifically insist on them getting the best possible school education.
Having been taught the rights and the wrongs, we had an idea about everything.
Not having been given precise orders from the top, as usual he decided to work on his own initiative."
PASSIVES,passives: form,C2,FORM: NON-FINITE PERFECT COMPLEMENTS ,Can use non-finite '-ing' perfect forms of the passive as the complement of prepositions.,"They are expected to give the couple expensive presents as a reward for having been invited.
We caught the bus as if we were escaping from Saigon, and with the sensation of having been rewarded with one of the funniest holiday evenings of our lives.
Miss Kenton has just been employed as a housekeeper when she knocks on Stevens' pantry door and comes in without having been bidden to do so, bringing a vase of flowers."
PASSIVES,passives: form,C2,PRESENT PERFECT CONTINUOUS COMMENT,,
PASSIVES,get and have,B1,FORM: 'GET' + '-ED',Can form the 'get'-passive with a range of forms of 'get' + past participles.,"I bought it because mine got broken, so I need it to see myself in it.
You should be careful while you are crossing or you will get hurt.
Last week my husband's car got stolen from our garage.
As we have newly recruited staff, we want our staff to get trained effectively so that they can give their best to the Company.
We got paid well and I managed to save the most money for my studies."
